category_name,product_url,image_link,overview,length,width,features,edge_style,color,shape,material
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-51-oz-large-black-melamine-bowl-case/2027199TM022.html,https://cdnimg.webstaurantstore.com/images/products/large/810366/2738914.jpg,"Ideal for serving shareable salads, pasta, or family-style entrees | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service",,,"BPA Free, Dishwasher Safe",,"Black, Brown",Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-50-5-oz-black-melamine-bowl-case/2027199TM007.html,https://cdnimg.webstaurantstore.com/images/products/large/810316/2738525.jpg,"Ideal for serving shareable salads, pasta, or family-style entrees | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service",,,"BPA Free, Dishwasher Safe",,"Black, Brown",Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-5-5-8-square-black-melamine-plate-case/2027199TM009.html,https://cdnimg.webstaurantstore.com/images/products/large/810502/2738564.jpg,Ideal for serving small salads or bread and butter | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service,5 5/8 Inches,5 5/8 Inches,"BPA Free, Dishwasher Safe",Coupe,"Black, Brown",Square,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-40-oz-large-oval-black-melamine-bowl-case/2027199TM021.html,https://cdnimg.webstaurantstore.com/images/products/large/810399/2738956.jpg,"Ideal for serving shareable salads, pasta, or family-style entrees | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service",9 3/4 Inches,5 3/4 Inches,"BPA Free, Dishwasher Safe",,"Black, Brown",Oval,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-4-5-oz-small-black-melamine-bowl-case/2027199TM004.html,https://cdnimg.webstaurantstore.com/images/products/large/810419/2738990.jpg,Ideal for serving small sides and desserts | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service,,,"BPA Free, Dishwasher Safe",,"Black, Brown",Irregular,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-4-square-black-melamine-plate-case/2027199TM024.html,https://cdnimg.webstaurantstore.com/images/products/large/810330/2738930.jpg,Ideal for serving small appetizers or desserts | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service,4 Inches,4 Inches,"BPA Free, Dishwasher Safe",Coupe,"Black, Brown",Square,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-29-25-oz-black-melamine-bowl-case/2027199TM006.html,https://cdnimg.webstaurantstore.com/images/products/large/810293/2738613.jpg,"Ideal for serving salads, soups, or pastas | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service",,,"BPA Free, Dishwasher Safe",,"Black, Brown",Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-25-oz-medium-oval-black-melamine-bowl-case/2027199TM020.html,https://cdnimg.webstaurantstore.com/images/products/large/810389/2738864.jpg,"Ideal for serving salads, soups, or pastas | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service",8 1/2 Inches,5 1/4 Inches,"BPA Free, Dishwasher Safe",,"Black, Brown",Oval,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-18-5-oz-black-melamine-bowl-case/2027199TM001.html,https://cdnimg.webstaurantstore.com/images/products/large/810603/2738993.jpg,"Ideal for serving soups, salads, and pastas | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service",,,"BPA Free, Dishwasher Safe",,"Black, Brown",Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-14-oz-small-black-melamine-bowl-case/2027199TM018.html,https://cdnimg.webstaurantstore.com/images/products/large/810352/2738866.jpg,"Ideal for serving soups, side dishes, or desserts | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service",,,"BPA Free, Dishwasher Safe",,"Black, Brown",Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-10-oz-small-oval-melamine-bowl-case/2027199TM019.html,https://cdnimg.webstaurantstore.com/images/products/large/810596/2738917.jpg,"Ideal for serving fresh fruit, side salads, or soups | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service",6 1/2 Inches,4 Inches,"BPA Free, Dishwasher Safe",,"Black, Brown",Oval,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-10-1-4-x-4-7-8-black-melamine-rectangle-plate-case/2027199TM010.html,https://cdnimg.webstaurantstore.com/images/products/large/810386/2738553.jpg,"Ideal for serving appetizers, sides, or shared platters | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service",10 1/4 Inches,4 7/8 Inches,"BPA Free, Dishwasher Safe",Embossed,"Black, Brown",Rectangle,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-greystone-from-steelite-international-10-1-4-black-melamine-round-plate-case/2027199TM015.html,https://cdnimg.webstaurantstore.com/images/products/large/810437/2738868.jpg,Ideal for serving large entrees or hearty salads | Ancient Japanese-inspired artistry offers timeless elegance | Realistic stone-like design crafted from durable melamine | Crafted to endure frequent commercial use | Perfect for open-air dining or indoor service,,,"BPA Free, Dishwasher Safe",Narrow Rim,"Black, Brown",Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-fundamentals-from-steelite-international-2-oz-white-melamine-ramekin-case/2027060DD307.html,https://cdnimg.webstaurantstore.com/images/products/large/810360/2739133.jpg,"Perfect for serving condiments, sauces, and dips | Constructed from durable melamine | Simple white design for versatile presentations | Provides reliable, long-lasting use | Ideal for both indoor and outdoor establishments",,,"BPA Free, Dishwasher Safe",,White,Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-fundamentals-from-steelite-international-14-oz-white-melamine-oatmeal-grapefruit-bowl-case/2027060DD305.html,https://cdnimg.webstaurantstore.com/images/products/large/810580/2738965.jpg,"Perfect for serving oatmeal, fruit, or cereals | Constructed from durable melamine | Simple white design for versatile presentations | Provides long-lasting use | Ideal for both indoor and outdoor establishments",,,"BPA Free, Dishwasher Safe",,White,Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/delfin-fundamentals-from-steelite-international-10-1-2-white-melamine-plate-case/2027060DD300.html,https://cdnimg.webstaurantstore.com/images/products/large/810445/2739028.jpg,"Perfect for serving main courses, shared appetizers, or large salads | Constructed from durable melamine | Simple white design for versatile presentations | Features a wide rim that frames dishes | Ideal for both indoor and outdoor establishments",,,"BPA Free, Dishwasher Safe",Wide Rim,White,Round,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/serving-riser-18-x-8-1-2-x-1-in-large-barn-wood/2027044DD074.html,https://cdnimg.webstaurantstore.com/images/products/large/810588/2738995.jpg,"Durable melamine construction for long-lasting use | Provides the look of wood without requiring the upkeep | Creates an eye-catching presentation | Can be used with a stand (sold separately) for an elevated display | Perfect for restaurants, buffets, wineries, and catered events",18 Inches,8 1/2 Inches,"BPA Free, Dishwasher Safe",,Brown,Rectangle,Melamine
Steelite International Melamine Dinnerware and Displayware,https://www.webstaurantstore.com/serving-riser-16-x-7-1-2-x-1-in-medium-barn-wood/2027044DD075.html,https://cdnimg.webstaurantstore.com/images/products/large/810489/2738524.jpg,"Durable melamine construction for long-lasting use | Provides the look of wood without requiring the upkeep | Creates an eye-catching presentation | Can be used with a stand (sold separately) for an elevated display | Perfect for restaurants, buffets, wineries, and catered events",16 Inches,7 1/2 Inches,"BPA Free, Dishwasher Safe",,Brown,Rectangle,Melamine
